label,message
0,"hi, i been this room 30mis but no one reply, so pity, can u reply?"
0,"ok, thanks."
0,<#> mins. sorry
0,haha... ya its been quite hot e past few wk... other than havin great food... wat else did u do there? muz been veri fun...
1,last chance 2 claim ur â£150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs 08717898035. â£3.00 sub. 16 . remove txt x or stop
0,dear where you
0,ok na.
0,alright! we\
0,huh? no uh...im not online.did u add d wrong person?ivle? got a ger in math major oso same surname n name as me.
0,yea can fetch me? nid gc or scientific calc. eh i go ur hse denchange sch uniform? at home no uniform lols...
0,nah back in sheares. free
0,okie u msg me ur ic no n add? ur yiyun is together rite? or sep?
0,school..
0,no d
0,say something
0,ma head dey swell oh. thanks for making my day
0,"u guys watch liao, u wana watch twice meh... not too bad to watch alone oso la..."
0,ya it is obvious saying u for buying machiato =p... although i amgetting 1 myself muhahaha
0,i havent lei.. next mon can?
0,was playng 9 doors game and gt racing on phone lol
0,kkie...i meet u 1pm at the bugis mrt..
0,lol haha they damn retarded leh dun know how to split half. go complain to trf
0,omg... can i say i dun want? hmm.. i fri go see who else taking the mod..
0,"i was just about to text you, my phone was on vibrate and i was sleeping"
0,lol
0,yeah
0,lol bring them the next time we meet. i will be able to solve it. xd
0,"mana comp room, come counter fetch me.,,"
0,yea buddies do play a big part. hahas thks a lot pinky bro for urlife philosophy!
0,please tell michelle and vincent that i will be confirming theirposition for next academic committee. let me know your recommendationsas well. im still considering darren too.
0,"no idea, maybe dinnertime"
0,ha mere pas hai. kyu kya hua tha?
0,hee..else how to b ur wifey? ..later must stretch abit ok? your neckbent whole day le. tmr i shall come find u!! then help u rub.
0,i called him eh. he ending at 5.
0,'wassup? :-
0,hehe me kyu bachane laga paise.. ghar pe paiso ka tree jo he.. aur dasso ki haal he..:-xgud m0rng..
0,"hey guys,huishan here. i am not going to class later, not feeling well. please update me if we need to do anything as team."
0,"huh, u havent eat yet?"
0,tt idk. make u wanna throw stuffs at ppl car rite
0,orh! you at which part of the train? head?
0,hey i booked the kb on sat already... what other lessons are we going for ah? keep your sat night free we need to meet and confirm our lodging
0,9 din9 deep9 jyoti9 prakashapke jevan ko sukhi kare in shubhakamnao ke saath.wish u and ur familyvery-veryhappy navratri.
0,haha coz they are all pigs!! i was the 4th last to sleep or sth! theni\
0,yeah i will! i\
0,okay... i booked all already... including the one at bugis.
0,bye
0,i- movie
0,sure what\
0,did u get my message last night
0,i called but no one pick up e phone. i ask both of them already they said ok.
0,not yet! it\
0,ya! i watched the mv too! they\
0,haha no worries. cally and xt\
0,er mw im filled tuth is aight
0,cutting tool 0 is parting tool - <decimal>
0,we still on for tonight?
0,u wan play cod?
0,eh wad? u keep emoing
0,'no problem da:
0,hi raja.. i b0ught ur pr0dct frm eby 0n <#> rd bt u didnt ship stil yet.. plz reply
0,eh the bigger the better.
0,ek sikh ki taxi me nangi ladki aa k beth gai.sikh use ghoorne lga larki: kbi nangi larki nhi dekhi? sikh:main ye dekh rha hoon tum ne kiraya kahan rkha hoga?
0,the unbeatable msz: wat is longr than wifes luv?wats luvly than sister\
0,"no lah,just saying. yeah reached my destination."
0,s place... then july i anyhow bk a day ar cos oso dunno when free...
0,eating now?
0,he indon la... ya i see where can i go..
0,nenu cinema ki vacha
1,dating:i have had two of these. only started after i sent a text to talk sport radio last week. any connection do you think or coincidence?
0,okay. tell u tonight
0,kk. muacks. juz bathe out.
0,chal phir asa kar kitab dekhane keliye khol le
0,eh i dunno. must ask xuhui.
0,good bye
0,sree said that he\
0,meet you at where? i havent had lunch yet.
0,ooohh groooss :( dude that sucks major ass
0,'yo ladies
0,"haha. ya got to agree tt lupin is a nice song. btw, how many sms u have ar?"
0,fk life. fk.help see if anyone nvr hand in
0,i have to take exam with in march 3
0,r u stil at diner? where r u?
0,i fl lik dyin andrw wn c malli s suferin.....
0,ok lar me not busy now. my dog going 2 b homeless e pet hotel is fully booked. do u noe of others?
0,forget your daddy..think of me. i will be their with you for rest of the life
0,orh.. you all go ba.. im having dinner at home with my parents.. what time you all going?
0,wife.how she knew the time of murder exactly
0,'haha sure
0,this is hoping you enjoyed your game yesterday. sorry i\
0,ah good. dont want anything else to change hor.
0,ok her
0,'today class was really good:-
0,night sweety. see u tml at <#> . love u so much! muacks
0,of cos! how can a mere cup with a pig cartoon be compared to thecuteness of my angel! t.t.. sob sob sob broke my heart again... ehdoesn\
0,ok
0,haha really swype is fast!
0,good morning!
0,is there a reason we've not spoken this year? anyways have a great week and all the best in your exam
0,same lor.
0,how much is it ?
0,it vl tak time da..come day aftr tmrw
0,diu le loumou
0,"haha, thanks babe, long time no see, when ü going to australia. nah, i get to book out everyday so army life is great. haha, yr birthday was yest is it?"
0,has my dear left the house?
0,hahas dun too hardcore la. after tis week my cardio will b imba le
0,woo but i have dinner with my poly friends eh. maybe i find you allduring night time?
0,so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck
0,big towel <name> say there got.
0,helo ji helo.. apka bday kal parso he na?.. mera to march me ata he..
0,'=
0,are you still here? hehe i have sth to pass you:p
0,"u want to ask me anything? cos i still in school now, going g to go off soon."
0,i havent add ã¼ yet right..
0,hmmm... okie... but i cant chat 4 long...
0,yay go ask the rest please and lynette.
0,havent mus ask if u can 1st wat. of meet 4 lunch den u n him meet can already lor. or u wan 2 go ask da ge 1st then confirm w me asap?
0,yosh tonight after 9pm free?
0,ohh now!?
0,just reach office... have a good day a work. enjoy being out at the bus-stop!
0,school sucks =p other than that i just have bad anxiety shit.. ipromise i didn\
0,not sure. u rushing off meh
0,"hey, sorry i dun think can meet ü all today. just realised got dance class at 4 ñ rushing a term paper. sorry leh... tml can?"
0,i dunno le jus sleep?
0,dun knowwwwwwwwwwwwwwwwwwwwww
0,'1
0,wer r u?
0,haha ps forgot to say venue!! it\
1,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com
0,zsa. <#>
0,lols he got chinese. okay set cya
0,'( <#>
0,so i could kiss and feel you next to me...
0,"hi sorry, amar ramc are backing off.. they want to go with praveenvivek gang. we are still 2 short. sorry, miscommunication on my part"
0,lol you want to stalk all the way to his house eh. lol
0,lol it\
0,hee. i was thinking of that at first. then remember my yei yei eatonly skinless grapes. :p. grapes it shall be then. :* :*:*:*:*:*
0,sorrryyyyy
0,hhaha yup. hmm your friday after sch what time?
0,sorry running behind be there shortly
0,"icic. u all go n eat first lah. haha. u all can read our reports ngive us comments later. in addition, can think of how to present ourlesson learned."
0,mam its very nice
0,in meeting da. i will call you
0,lol.how u intend to win those ah tiong???but u nv go lecture is normal wat.
0,g wants to know where the fuck you are
0,i where got? i need sleep man
0,send me your details! hahaha!
0,i vil sleep da
0,had diner?
0,haha no la do sci gd mah where é most jobs are haha so wil c ü ard in nus!
0,'ugh i know. this page (to reach an eventual paladin
0,i dun have e date of our check up leh... weird... wat time is it...
0,height of recycling: read twice- people spend time for earning money and the same money is spent for spending time!;-) good morning.. keep smiling:-)
0,hopefully soon. i\
0,'haha no as in total <#> so 5 each
0,okie i go check later
0,den tmr ur fetchin me 4 lunch huh?
0,eh keep <#> rd free got shaohao day.
0,haha i dont know where eh. that kuku fella nv tell me where.
0,haha they can use lau!(:
0,kl
0,hmmm all report all those is it? wa sianz since when got a reviewsia... nvm lo take sunday!
0,"1) go to write msg 2) put on dictionary mode 3)cover the screen with hand, 4)press &lt;#&gt; . 5)gently remove ur hand.. its interesting..:)"
0,yeah for sure
0,never ever raising that pinky... touching rite
0,ya lol tml 9 am lo can die! still abit scare cos not all i can dosome very tricky... haha find another day lo lol... nuuuuuu so cruelt.t.... nvm gif u virtual kiss *muack*
0,dnt worry .. jst try 2 score gud mark @ public exm..k
0,s yijue@hotmail.com
0,lg i end le. wait u at byebye place
0,try neva mate!!
0,ate le. where u. come my booth le
0,well... izzit true for u?
0,eh u send wrongly lar...
0,huh i mugging at class bench
0,"hi yeng chin, sure i will try to do so. also, can you sms your icnumber to me? just for record keeping. will try to let you know bytwo weeks time."
0,dear on train le ma?
0,s double o.my og goin.but i not close to em.i wana ask fion along lei-if ü on.
0,idk! buy stuffs i guess
0,lol i will never know. actl o think there may be one such guy lol. heliked like uhh 2 of my pics that no one else like de. damn creepy!
0,ya even i told i vil thnk of idea for dat site .did u wait
0,in another <#> - <#> mins!
0,yes its possible but dint try. pls dont tell to any one k
0,today until 3pm eh.
0,oki. u sleeping what time today?
0,ok no prob
0,ohh hilda tay just in! the condo is called aquaria or sth! walk inthen turn right to walk along the shops!
0,gudmrng arun.. hope u will reach office by 2day evng..
0,"hi for tml.meeting, where would u all like to meet? i suggest we meetat <decimal> we can have lunch together"
0,wat r u doing? shuhui said she only 90% believe. 10% for seeing us holding hand. she so funny..
0,cl..
0,sup love?
0,"haha oh icic!! i just about to start haha, my bro got 5 exams andstill damn stuck to the com blast the trololol song, then my mumtrying to revise with him._. zzz then keep watching a few seconds ofhimym ._."
0,should be know. hehe
0,"you ve lic book, and any book for microprocessor? atleast any one?"
0,plzz forgive me
0,ll u know if further details made known to me...
0,wpr is <#> . ypc is <#> . wpr cd is <#> . yp chn is <#> . wpb is6. from teck ghee cc.
0,k..msg me at <decimal> abt banks and market..
0,"wipro is going to conduct off campus for <#> & <#> pass outs @chennai on <#> , <#> jan <#> . eligibility criteria is <#> % in be/b.tech/mca <#> % in <#> & <#> venue: aarupadai veedu institute of technology, vinayaka nagar, o.m.r road, paiyanoor, kancheepuram dt,chennai <#> time: 8 am on both days"
0,oops sry for the late reply i gt the slot 4 to 5...
0,laopo reporting to china boy! hee. reacched home safe n sound
0,yeap lots of prata!!!
0,quite ok but a bit ex... u better go eat smth now else i'll feel guilty...
0,want met for dinner? or tml better? :-*
0,i ws tkng bath. jst rchd hom.
0,haha alright!
0,u r 1mark less! sir aziz vil gv ya ta make <#> . . . he dont hv to do that bcz im fail in 2 subjs wch means im safe
0,"dear ladies and gentlemen, im organising a trip to ily at 6pm. tablesbooked already. im cabbing down so let me know if you are going withme or going alone. ^^"
0,you\
0,i know $ <#> tax credit this year woot woot. if not i wouldn\
0,'wow omg:o so cool! so really different buddy?
0,okie (:
0,lg sitting near the canteen tt was under renovation. 9 i find yei yei
0,u?
0,yup...
0,haha orh! coz i got no way of contacting him mah! haha what the i canlor!!!! haha okay ah actl i\
0,no need to ke qi... ã too bored izzit y suddenly thk of this...
0,pls ask macho how much is budget for bb bold 2 is cos i saw a new one for &lt;#&gt; dollars.
0,yo free tonight?
0,oh oh i thought you leaving from zouk about <#> plus. haha
0,wat time u be home then?
0,y? i cant talk later
0,calls all
0,status 9qe <#> b7
0,koi nai
0,did i tell you we ll go running today?
0,yes.mum lookin strong:)
0,:o cool hahahahaha
0,so when do you wanna gym?
0,how are you enjoying this semester? take care brother.
0,just taste fish curry :-p
0,"ahh how, take medicine? ._. no!!!!!!!! that\"
0,this is a long fuckin showr
0,s dat? new movie? i still haven settle my show with u ah!! haha
0,"ane sory andrw,cnt spek nw.cl u 2marw,im fed up f lif nw...."
0,lab over for me
0,ya where u
0,cancel cheyyamo?and get some money back?
0,ouch! happy <#> too! all the best for the new year!
0,done ~
0,"i'm in solihull, | do you want anything?"
1,you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p pâ£3.99
0,haha yeah true that! haha okay^^ omg haha it\
0,leming says go for contract ones.
0,think i didn\
0,'yeah i was kidding :
0,chelsea losing by 2 goals already... finished already... end of the match...
0,orh.. kk.
0,u attend ur driving lesson how many times a wk n which day?
0,ll haf more time 2 meet up cya...
0,u go prep course nvr go sat?
0,hahaha coz i searched it last year!!
0,come
0,"""symptoms"" when u are in love: ""1.u like listening songs 2.u get stopped where u see the name of your beloved 3.u won\"
0,haha ya lo dunno do wat also lol... ya i chosen thursday de a lot lolcos i see a lot thursday de... u thursday wat timetable?
0,hmm ..so early. my lesson end after 7.. dun think will go ys.hahaz
0,m handin in e forms too...so after our test den we go and meet em lor...
0,he\
0,you're gonna have to be way more specific than that
0,fiona going clementi for her makeup and hairdo ... so i slack awhilethen can come over le!! hee.
0,'she ran off with a younger man. we will make pretty babies together :
0,is it your yahoo boys that bring in the perf? or legal.
0,hostel
0,hee. i lub lub u so much too!! dear remember to eat ur enzyme pills k.
0,haha omg nice:p haha go sleep go sleep!! (: ehh haha i told youbefore i\
0,k
0,m goin to aust... comin back on 4th of june...
0,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
0,oh yeah clearly it\
0,lols take pic
0,'same as kallis dismissial in 2nd test:-
0,"assalam aliekum,\r\nthis is mujahid....my wrk has bn done plz dont go anywhere 4 my work. thanks 4 ur coprtion......\r\nif u recieve my sms gime miscal"
0,not a peep
0,yeah haha x.x just die! i just hope i survive math x.x physics shouldbe alright x.x
0,thnx 4 evrythng..
0,our usual place seems occupie.. we might have to shift to pgp.
0,"haha the sunkist one? or fruit tree, or the one with nata de coco."
0,"not heavy metal can liao, no preference la.. where u goin tmr? ur frens all guys ah..."
0,ok. there may be a free gym about.
0,lol thanksss i just took my napfa. everything silver except sbj :(
0,hi
0,hahaha coz i do it in hostel la!
0,no problem pa...
0,'hey! i saw you at sm mall a while ago.. good morning! :-
0,shuhui not free lah.. so where r u eating?
0,hahaha i thought expo lol
0,lol u believe meh hahaha.
0,oh why suddenly go there?
0,ya..
0,i loooove u my yeiyei!! muacks!!
0,what there were two questions!! haha the show or the restaurant!!!
0,lol sure sure
0,i am sorry i am unable to pick up your call now. what is it regarding? can i call you back pls?
0,nope .. save the reading for tml ..
0,tripti ka 2nd sem me 4 sub. me back leg gaya hai.
0,sure
0,are you free now?can i call now?
0,as per your request 'maangalyam (alaipayuthe)' has been set as your callertune for all callers. press *9 to copy your friends callertune
0,lg lack abit. just solved bug. come out i tel u. kiiisss
0,re tired u go slp 1st.
0,why u wan to noe ?
0,'good night:
0,thanks! (:
0,"hey yammy, okay no prob. check your emails ya, maybe we can come outwith other feasible ideas. i\"
0,are you sure... you dont bluff me leh... i dont like to take photos...
0,"u can share w me e water... hmmm, no nd la, actually wana eat somethin bt beta nt la... gee, cya..."
0,1000 3 big 2 small
0,orh! take @ shower and rest abit k . sleep earlier today. dear
0,ok. may god bles u both
0,gd morn! have a great and blessed day ahead
0,whhhhaaat da fyq
0,coming back soon? got a few things to discuss with you.
0,be happy there. i will come after noon
0,madipakkam
0,i may come on sunday
0,merry christmas and happy new year
0,noooooo =( whhhyyy
0,run cancelled
0,hello b-b-baby!
0,morning kisses for my wonderful wonderful boy! dingdingdadingding!!~<3<3<3<3<3<3
0,haha what for! so cool
0,"hai,ranger!im 18,chinese.u intro plz?r u chinese?my hp num is 0165460953"
0,miss u!
0,hope you are not scared!
0,hey das cool... i know all 2 well da peril of student financial crisis! spk 2 u l8r.
0,dunno leh lol... stupid lo install loft there dunno for wat -.-...literally nobody take one... then how sia u sure lack of sleep onet.t... tml i can come my house early to sleep lol
0,haha totally that\
0,hmm the next best thing would be saturn. get me saturn.
0,hi kindly give us back our documents which we submitted for loan from stapati
0,hmm..laogong doing what now?
0,are you on the way?
0,"hi rain.nice 2 koe u 2! im 25 boy.wat r u working as?can i koe ur number,so i could chat n sms 2 u direct?"
0,please check & revert back
0,if not very fun i go find my frens?
0,"no dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited &lt;#&gt; rs and il be getiing &lt;#&gt; rs..i can draw my acc wen it is &lt;#&gt; rs.."
0,"ve got tests everywk since sept, haven stop yet... so no diff la..."
0,im in a clz
0,ah this friday! but i cant book places =(
0,take care
0,will you go to picnic? we\
0,can we play springwood?
0,can you call me plz. your number shows out of coveragd area. i have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
0,<#> ..this is my no..riya
0,hey where ya
0,"yes andrx,u r more dan <#> % corect.v hv 2 go 2 god 1 day,bt malli wnt earlier.one way its gud cos its 4 his own gud n he wil pave d way 4 us 2 reach god.yes..gb"
0,urgent!!
0,ok ok sure.
0,i am outside now... shopping. later u meet me
0,boo
0,tail. pigu. bum bum
0,me still in singapore. super best hor.
0,"yo ladies, if the movie changed to wednesday night, who\"
0,havent.
0,"no, i went to school.."
0,wait for 5min
0,i\
0,be with our family
0,wow.. amazing sia... xuan actually requested to attend the potluck. he wans to experiment his new dish. hope we dun die of poisoning sia. hiak hiak
0,"133 take from amk... yck take 853... ya, u nd to bring cos i dun have any at home..."
0,"u still outside ah.. raining leh, u driving? drive carefully k.."
0,"hi, i\"
0,yes $ <decimal> each. u all so many ppl shld not go to the trailslike double black diamond
0,hey tmr how ü going to nus?
0,hope you are feeling better. going to vivocity later. do you wantme to da bao fish soup for you from bukit batok for later/tomorrow?
0,dear all wish u al da best.do ur best.i kw u cn do a gud performance.i hv fvr so cnt cm.im sry. rozi
0,tml i got rehearsal for my eg presentation...
0,y so quiet all of a sudden?
0,eh no. jurong.
0,rats. hey did u ever vote for the next themes?
0,u wan or not?
0,softly d leaves of mem\
0,u wan gym 2moro instead? mon do other stuffs
0,haha coz i sneak into the room:p not supposed to haha! its endinglate! t.t i can take the ball:d
0,"haha ooo but i dunno her ah, maybe i go find toh haha. dr li help setquestions so what? its how its taught that matters what haha. err theydid their chem revision anyway. then randomly crap for the notes hahax.x oh omg stalker! never say hi hahaha!"
0,'no problem:
0,ya.. every tue and thurs till september dunno when. your free daysall on thurs only?
0,lol it\
0,ooh.. well whoever gets there first then haha
0,haha nope eating lunch! i was watching the sir drama just now! its fine ~~
0,you are lying on the bed doing nothing?
0,"hi, mobile no. <#> has added you in their contact list on www.fullonsms.com it s a great place to send free sms to people for more visit fullonsms.com"
0,ohh shucks it\
0,must write it that way? can i dont follow the proper way?
0,uncle boye. i need movies oh. guide me. plus you know torrents are not particularly legal here. and the system is slowing down. what should i do. have a gr8 day. plus have you started cos i dont meet you online. how was the honey moon.
0,hahaha you also lai chuang de ah!! cool! haha really? later i\
0,lol but i miss u :(
0,haha wow i didn\
0,have have laogong aka ur boy very guai
0,"nah, wednesday. when should i bring the mini cheetos bag over?"
0,me fine..absolutly fine
0,lols imma sick...
0,"may the noor of this month illuminate ur heart, mind and soul n mayall ur duas be answered. remember me in your prayers. eid mubarak"
0,indresam wait am coming
0,"""with better joints, you could have caught this bus"" wow cool advert"
0,ok give me 15mins
0,very imp
0,i wait for xyan den go pick u k.
0,then ü will be done at 3 ? ü want me to wait for ü at yck?
0,hi people! please remember to submit your ritsumeikan consent form todr teh tmr! if you\
0,"i still doing work, wun rest so early. u take a gd rest. nite nite"
0,hmm my lesson tmr is afternoon so if u guys staying overnight i thinki\
0,i dun have any lobang.... thgt u workin in bank...
0,did it affect your cap?
0,i don\
0,nvm la a lot time
0,okay. i've seen it. so i should pick it on friday?
0,hahaha v.slow
0,ooo.. most likely nt having dinner at home
0,y u scold me... aiyo y u so poor thing today... wat time ur parents coming home tmr?
0,aight that\
0,hahahaha okay!!
0,am or pm?
0,"m out too, if not can check e net..."
0,not so soon cya later then
0,they cry? finally they left me? will u leave 2? i hope not. really hope so.
0,what to say ?
0,is the printer working?
0,but we havent got da topic yet rite?
0,ll frame it lar
0,okay.
0,"s after u? u beta report too... haha, ya very cool, juz keep ignorin him..."
0,haha nope i didnt! yeah omg! you are psychic! hahaha have a safe triphome! did you catch the bus?
0,i'll probably be by tomorrow (or even later tonight if something's going on)
0,"master/common rm blk <#> west coast, furnish ac <#> dec $ <#> -$ <#> , viewing tmr 8pm, pls confirm ur appt. lis"
0,omg creepy! but cute anot? haha quickly go home!!
0,this friday you joining mah?
0,wa so healthy! haha then no worry lah... i mean tml... then let\
0,<#> min i think. this chanting thing is madness
0,haha... i\
1,private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires
0,ok can
0,i see. when we finish we have loads of loans to pay
0,ha bhai
0,yay! kiss kiss u!
0,"we spend our days waiting for the ideal path to appear in front of us.. but what we forget is.. ""paths are made by walking.. not by waiting.."" goodnight!"
0,i sms jaime liao...but he no reply...can ask him to check hisphone?...or he is bz now?..
0,hey reply asap when u see thus. yh sj and i going to dragon boat tojoin their training 2moro. can u make it?
0,i sitting at the centre block... six row fr the bottom. ü
0,aye i think we go tp eat lar... cheaper
0,want to meet somewhere else?....
0,okay can.
0,yea its okay. u weren\
0,on my way back. if you get this call me.
0,haha oh no!!! but i won\
0,ohh we go back early lah!
0,"hey, u gt take cm <#> before? the lab take up the whole of 7hr? orcan start late/ end early?"
0,
0,i\
0,i can find abt 3 long long things only. enough?
0,hihi! we will be at com1 basement
0,so u going or not?
1,"hottest pics straight to your phone!! see me getting wet and wanting, just for you xx text pics to 89555 now! txt costs 150p textoperator g696ga 18 xxx"
0,=d
0,yoz.. kor u free ma?
0,"s not back yet, we might have to go ourselves, paiseh..."
0,haha thanks anyway :x
0,khelne chal0ge 7 bje ke aaspas?
0,it means squid
0,learn yourself la. nxt time go play le! waa izzit the hostel ting
0,just about to leave sch :x sorry!! have you all had dinner?
0,yup.
0,check mail dear
0,'there is a first time for everything :
0,i just got accepted into a last min sch camp and thus won\
0,okie then i tell u the time on sat
0,hahaha sorry lor!! hahaha no lah!!! not all of them are me!!
0,"ehh ohh no i cannot rmb, later show me i read and see! haha yeap dunneed just rmb to return me the blazer! reaching soon? i\"
0,ll ask da rest..
0,i think you\
0,dear i talking with my sis first..you don\
0,oh now! ahh sorry! i dunno who you can ask><
0,lols okay nvm
0,hey how do ü want me to pass ü e bash tix?
0,"your free 1 month trial elibrary account was activated on 16/1/04. if you have not received an email on the activation, please contact library2@singnet.com"
0,s shop ?
1,free entry into our â£250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.
0,the weekend is almost here tho =d
0,k.cya darling...
0,"yes..but they said its it.,"
0,ya.
0,haha i\
0,yeah so sorryyyy
0,<#> <#>
0,google search is da best search engine in da world. even it beats da sites inbuilt searches
0,"i have 2 switches with me now, i\"
0,will you be here for food
1,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18
0,great to hear you are settling well. so what\
0,night night yei yei. see u tml!!
0,' <#> for 0:
0,hahaha fine fine later i play! haha take you to eat the one at jurongeast next time! haha tonight remind me i show you! but just gonna trimfringe and behind abit! haha go think about it!!! have fun!(:
0,how to talk in run file
0,make sure alex knows his birthday is over in fifteen minutes as far as you're concerned
0,me should be able 2 make it on sat. go delphfi lor. u bk liao then tell me e time.
0,oh ya. ok then.. having lunch at engin?
0,"sorry da thangam, very very sorry i am held up with prasad."
0,'lol! yea
0,tmr can. either meet earlier and take train or after the meeting also can.
0,'k:
0,"ah sorry, cannot. have overnight meeting.. sorry. this week isslightly crazy. i might not brme able to find time after 6. will keepyou posted"
0,haha then decide fast i am at ws le
0,haha okie^^ so you reach home le right! haha i\
0,haha. i only use the twitter widget on mine... concert hasn\
0,yes.
0,oh. okay. so u want to add anything to the prev sms sent to me?
0,np (: terrible haha i just got this!
0,oh ic. i thought you meant mary jane.
0,ya of course. haha. omg he said that he wanna further comment onother parts! i thought of printing our document tml leh. haha.
0,"rose needs water, season needs change, poet needs imagination..my phone needs ur sms and i need ur lovely frndship forever...."
0,eg. tonight <#> at sunshine k?
0,that\
0,dinner with mom postponed to next week.
0,u free now?
0,yeeeah! pursue your push up dreams!
0,after running lo. where u wanna eat
0,"wha ur piano sch got thief ah. dont brood over it lah, think abt wat new phone 2 buy. since ur one got prob also, its telling u 2 buy a new one."
0,she ran off with a younger man. we will make pretty babies together :)
0,how are you today
0,yes... call me now lor...
0,nope
0,where r u now? i finish oredi...
0,chey! i honestly feel sad for edwin leh lol.
0,we're done...
0,come tell me wat happened
0,no. i meant the calculation is the same. that &lt;#&gt; units at &lt;#&gt; . this school is really expensive. have you started practicing your accent. because its important. and have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
0,"no... i jog like 2 rounds den feel like dying liao... but too long didnt exercise my legs feel v funny,so decide to go today... hehe..."
0,nvm la as long as it can still eat
0,haiyoh... maybe your hamster was jealous of million
0,yeah see you!
0,rly? tot coming cus lnp
0,"i think so. ask shiv. btw, i don\"
0,nah believing this is dangerous. skepticism is definitely the optimalmindset here
0,yup. where u?
0,ya.. but going for project meeting soon
0,yo i\
0,email
0,are bhai plz yar..
0,ehh can\
0,haha why leh? im on my already eh. ask me la. lol.
0,dun nid bring any instrument
0,ppplpll
0,good nite. i thought u\
0,so u r single n avail?hehe...
0,<#> - loves u <#> - wants 2 mary u <#> -mis u <#> - best frnd 4 u <#> - ur real love <#> - life long with u <#> - hate u <#> - not real love
0,but i got nothing to eat there
0,wat time should we set off? will b at simei but i feel like coming back 2 bathe but like not enough time hor.
0,ll go mail u now...
0,hahaha change ah! meeting meeting meeting ~
0,i too excited already. when u finish
0,ohh haha do you have hostel too?
0,lol... ok la... i better not work rest. go learn german language better. see if i get internship.
0,okok thanks... can take bus d rite?
0,he says he juz wanna pass u bday gift. he wun disturb me la...my bf ask him not 2 call me again.....
0,thanks! i get back to you later.
1,+123 congratulations - in this week's competition draw u have won the â£1450 prize to claim just call 09050002311 b4280703. t&cs/stop sms 08718727868. over 18 only 150ppm
0,never. but all these are good memoirs. never should be condemned. i never like to hurt although i like to tease u.
0,you left your wallet in cfa. . i have it. please collect tomorrow.. ill be around sheares till noon
0,haha. ya. must b sleepy. later got midterm. uh.. let\
0,yup. quite str forward calculation.
0,yeap okay! (:
0,cool.. cya
0,open letter box
0,"yes,we get to everett at 6"
0,f0rgiven..
0,just leave lah. haha. u don\
0,"hi mei li, the viewing is confirmed at <decimal> pm, see u at the lift lobby. paul - dtz"
0,haha is my ryan still awake?
0,hahaha i found him! omg watching huan zhu gege!
0,send ur a/c account detls 2 kevin nw
0,<#> only.
0,i reach home safe n sound liao...
0,after exam u jio me anytime man
0,hahah.. see how la.. now still can.. lol..
0,"happy birthday 18liaos leh,legalised 4lotsa stuff liaos.so wadever ü do,gota tink thrice k.maya be happy owis ñ god bless"
0,:/*
0,ファリンジャル farinjaru
0,"no, why? in school"
0,"ya, but i referred to some documentation in the web."
0,well enjoy urself then.
0,haha yup.
0,post!
0,ok you carry on
0,match cannot.. ideal is <#> .. i ll finish meeting by then
0,good morning sweety my bundle of joy he!
0,still in the area of the restaurant. ill try to come back soon
0,"yes, just hope they don\"
0,we r at starbucks... not macdonalds...
0,i\
0,see you la. i wait for you.
0,still i have not checked it da. . .
0,haha v weird leh! ah but if you all are eating then i settle lunch by myself!
0,bunk?
0,i c... remember to let me knw when u cm back
0,ü noe da ma ma jie jie rite... ü noe wat happened between shan ni n her mother...
0,but. ur. frens. going. le
0,haha. no problem. i from soc year 4.
0,"haha coz we were looking for a bus to take back to boon lay, so walked alot!"
0,just go to the clock tower and you will see
0,if u find a lover better dan me go ahead i wont stop u but wen he leaves u luk behind i\
0,come down
0,anna v at kottawa.is kirulapana just after kottawa? *send d2d sms @ just <#> cents with budget sms!*
0,waa emo go slit wrist ar
0,so be happy
0,lol i seeeee. hao bah haha.
0,eating at <decimal> ?
0,i am goin to pr desk.5 to 8
0,d like very much 2 b ur fren can u give me ur tel. no? 0166305681 pls. call me ok. tq!
0,"haha i chose france, korea and japan! the japan one is the one i went hahaha!"
0,lol no he stay west.we going take <#> from there.
0,ll noe later.
0,erm. just went into lifter
0,"look at amy ure a beautiful, intelligent woman and i like u a lot. i know u donât like me like that so donât worry."
0,pandy joined 4w technologies today.he got job..
0,okie
0,ahh kismis. opposite canteen 2.
0,why they so retarded
1,"spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone, txt card spook to 8007 zed 08701417012150p per logo/pic"
0,yeahh can shun bian shop for your shoes xd
0,lol... even if the song title is wrong?
